verify_relationship,chemical_name,disease_name,pmid,relationship_info
yes_direct,aflatoxin,cancers/Liver cancer,15601641,liver cancer one common cancers worldwide particularly asia africa infectious hepatitis aflatoxin exposures commonnan
no_relation,alcohol,hepatocellular carcinoma,15601641,conducted prospective cohort study liver cancer korea assess independent effects interactions smoking alcohol consumption hepatitis risk mortality hepatocellular carcinoma nan
no_relation,alcohol,hepatitis B,15601641,conducted prospective cohort study liver cancer korea assess independent effects interactions smoking alcohol consumption hepatitis risk mortality hepatocellular carcinomanan
no_relation,alcohol,liver cancer,15601641,conducted prospective cohort study liver cancer korea assess independent effects interactions smoking alcohol consumption hepatitis risk mortality hepatocellular carcinomanan
no_relation,alcohol,hepatitis B,15601641,participants reported smoking alcohol consumption hepatitis surface antigen hbsag status documented participantsnan
no_relation,hepatitis B surface antigen,hepatitis B,15601641,participants reported smoking alcohol consumption hepatitis surface antigen hbsag status documented participantsnan
no_relation,alcohol,diabetes,15601641,relative risk confidence intervals cis mortality hepatocellular carcinoma calculated using proportional hazards models adjusted age alcohol drinking diabetes hbsag statusnan
no_relation,alcohol,hepatocellular carcinoma,15601641,relative risk confidence intervals cis mortality hepatocellular carcinoma calculated using proportional hazards models adjusted age alcohol drinking diabetes hbsag statusnan
yes_direct,alcohol,hepatocellular carcinoma,15601641,heavy alcohol drinking associated hepatocellular carcinoma mortality risk subgroup men tested hbsag rr  ci  nan
no_relation,HBsAg,hepatocellular carcinoma,15601641,heavy alcohol drinking associated hepatocellular carcinoma mortality risk subgroup men tested hbsag rr  ci  nan
no_relation,alcohol,hepatocellular carcinoma,15601641,interaction among smoking alcohol drinking hbsag terms hepatocellular carcinoma mortalitynan
no_relation,HBsAg,hepatocellular carcinoma,15601641,interaction among smoking alcohol drinking hbsag terms hepatocellular carcinoma mortalitynan
yes_direct,alcohol,hepatocellular carcinoma,15601641,cigarette smoking heavy alcohol consumption hbsag independently associated increased risk mortality hepatocellular carcinoma interact synergisticallynan
yes_direct,HBsAg,hepatocellular carcinoma,15601641,cigarette smoking heavy alcohol consumption hbsag independently associated increased risk mortality hepatocellular carcinoma interact synergisticallynan
no_relation,choline,CHT/choline uptake transporter,15611726,capacity highaffinity choline uptake transporter cht import choline extracellular space presynaptic terminals essential normal acetylcholine synthesis therefore cholinergic transmissionnan
no_relation,acetylcholine,CHT/choline uptake transporter,15611726,capacity highaffinity choline uptake transporter cht import choline extracellular space presynaptic terminals essential normal acetylcholine synthesis therefore cholinergic transmissionnan
no_relation,bupivacaine,pain,15616079,median th th centile visual analog scale pain scores associated drain removal bupivacaine entonox morphine groups mm  mm mm  mm mm  mm respectivelynan
no_relation,morphine,pain,15616079,median th th centile visual analog scale pain scores associated drain removal bupivacaine entonox morphine groups mm  mm mm  mm mm  mm respectivelynan
no_relation,bupivacaine,pain,15616079,pain scores higher entonox group compared bupivacaine group morphine groupnan
no_relation,morphine,pain,15616079,pain scores higher entonox group compared bupivacaine group morphine groupnan
no_relation,Bupivacaine,pain,15616079,bupivacaine morphine unlike entonox produce lower pain scores associated drain removalnan
no_relation,morphine,pain,15616079,bupivacaine morphine unlike entonox produce lower pain scores associated drain removalnan
no_relation,norepinephrine,Central hypercapnic chemosensitivity,15632879,central hypercapnic chemosensitivity plasma norepinephrine measured patients chronic heart failurenan
no_relation,norepinephrine,chronic heart failure,15632879,central hypercapnic chemosensitivity plasma norepinephrine measured patients chronic heart failure nan
no_relation,statins,coronary artery disease,15642557,effects tirofiban statins highsensitivity creactive protein interleukin soluble cd ligand following percutaneous coronary interventions patients stable coronary artery disease nan
no_relation,statins,coronary artery disease,15642557,study assessed effects tirofiban statins highsensitivity creactive protein interleukin soluble cd ligand percutaneous coronary intervention patients stable coronary artery disease nan
no_relation,candesartan,hypertension,15662234,controlledrelease nifedipine candesartan lowdose combination therapy patients essential hypertension nice combi nifedipine candesartan combination studynan
no_relation,nifedipine,hypertension,15662234,controlledrelease nifedipine candesartan lowdose combination therapy patients essential hypertension nice combi nifedipine candesartan combination studynan
no_relation,candesartan,hypertension,15662234,patients essential hypertension achieve target blood pressure baseline treatment candesartan mgday weeksnan
no_relation,candesartan,hypertension,15662234,findings suggest lowdose combination therapy nifedipine cr candesartan superior uptitrated monotherapy candesartan terms blood pressure control renal protection patients essential hypertension nan
no_relation,nifedipine,hypertension,15662234,findings suggest lowdose combination therapy nifedipine cr candesartan superior uptitrated monotherapy candesartan terms blood pressure control renal protection patients essential hypertension nan
no_relation,cisplatin,glioblastoma,15662978,phase ii study temozolomide cisplatin primary treatment prior radiotherapy newly diagnosed glioblastoma multiforme patients measurable diseasenan
no_relation,temozolomide,glioblastoma,15662978,phase ii study temozolomide cisplatin primary treatment prior radiotherapy newly diagnosed glioblastoma multiforme patients measurable diseasenan
no_relation,cisplatin,glioblastoma,15662978,phase ii study evaluates activity temozolomide cisplatin administered radiation therapy newly diagnosed glioblastoma multiforme patients terms response time progression survivalnan
no_relation,temozolomide,glioblastoma,15662978,phase ii study evaluates activity temozolomide cisplatin administered radiation therapy newly diagnosed glioblastoma multiforme patients terms response time progression survivalnan
no_relation,corticosteroids,allergic rhinitis,15663563,effectiveness intranasal corticosteroids combined allergic rhinitis asthma syndromenan
no_relation,corticosteroids,asthma syndrome,15663563,effectiveness intranasal corticosteroids combined allergic rhinitis asthma syndrome nan
no_relation,GABA,psychiatric,15672555,gaba system active target drugs treat variety disorders availability indirect measure central gaba activity would enhance psychiatric research also permit assessment pharmacodynamic effects drugs designed act systemnan
no_relation,GABA,cognitive impairments,15672555,relationships plasma baseline predrug gaba concentrations cognitive impairments induced acute oral dose lorazepam  mg investigated healthy elderly individualsnan
yes_direct,lorazepam,cognitive impairments,15672555,relationships plasma baseline predrug gaba concentrations cognitive impairments induced acute oral dose lorazepam  mg investigated healthy elderly individualsnan
yes_direct,benzodiazepine,cognitive toxicity,15672555,plasma gaba concentration appear useful marker susceptibility benzodiazepine induced cognitive toxicity elderlynan
no_relation,GABA,cognitive toxicity,15672555,plasma gaba concentration appear useful marker susceptibility benzodiazepineinduced cognitive toxicity elderlynan
no_relation,metronidazole,recurrent disease,15673502,vancomycin metronidazole used treating clostridium difficileassociated disease cdad past years approximately  patients develop recurrent disease nan
yes_direct,Vancomycin,recurrent disease,15673502,vancomycin metronidazole used treating clostridium difficileassociated disease cdad past years approximately  patients develop recurrent disease nan
no_relation,argentatin A,cancer,15686901,synthesis argentatin derivatives growth inhibitors human cancer cell lines vitronan
yes_direct,ginkgolides,bleeding complications,15693702,inhibition platelet activating factor pafinduced aggregation human thrombocytes ginkgolides considerations possible bleeding complications oral intake ginkgo biloba extractsnan
yes_indirect,ginkgolides,bleeding,15693702,although clear causality ginkgo intake bleeding could established observations generally explained plateletactivating factor pafantagonistic action ginkgolides represent characteristic constituents ginkgo extractsnan
yes_direct,ginkgolides,hemorrhage,15693702,concentrations generally times higher peak plasma values measured oral intake egb recommended doses  mg paf weak platelet activator appear importance primary hemostasis results rise serious doubts paf antagonistic effect ginkgolides could responsible hemorrhage patients taking egb nan
no_relation,nevirapine/NVP,HIV-infected,15720887,babies hiv-infected women randomised birth receive single dose nevirapine nvp alone zidovudine zdv twice daily weeknan
no_relation,zidovudine/ZDV,HIV-infected,15720887,babies hiv-infected women randomised birth receive single dose nevirapine nvp alone zidovudine zdv twice daily weeknan
no_relation,NVP,anaemia,15720887,agespecific mean haemoglobin levels prevalence anaemia haemoglobin nvp cases nvp given motherinfant pairs additional zdv babynan
no_relation,ZDV,anaemia,15720887,agespecific mean haemoglobin levels prevalence anaemia haemoglobin zdv babynan
no_relation,Calcium,postmenopausal bone loss,15755853,calcium supplementation slows postmenopausal bone loss inhibiting pth secretionnan
