boolean_relationship,relationship_info,pmid,chemical_name,disease_name
False,relationship oestrogen replacement treatment risk endometrial cancer analysed casecontrol study histologically confirmed incident cases age  controls hospital acute nonneoplastic nonhormonerelated conditions conducted swiss canton vaud nan,8398274,oestrogen,endometrial cancer
False,compared efficacy safety amiodarone dronedarone patients persistent atrial fibrillation af nan,20384650,dronedarone,atrial fibrillation/AF
False,four cases nhl ibd cohort sir  ci received immunosuppressive therapy azathioprine methotrexate methotrexate cyclosporinnan,10986211,methotrexate,NHL
False,small molecules mimic biological activity mimetics bypass cholinergic receptor activation anticipated provide multiple pathways treating circumventing dementia alzheimers diseasenan,15974915,NO,dementia
True,thus results contribute data basis required cost effective management patients dphm overdose nan,11204550,DPHM,overdose
True,clozapine known cause cardiac side effects including myocarditis pericarditis cardiomyopathynan,15319023,Clozapine,myocarditis
False,recently demonstrated leflunomide anti tumor necrosis factor tnf agents effective psa psoriasisnan,12463452,leflunomide,tumor
True,remifentanilrelated complications assessed remifentanil infusion pain caused propofol evaluated using fourpoint scale propofol infusionnan,18006530,propofol,pain
True,present case complete atrioventricular av block syncopal attacks developed secondary lithium therapy necessitating permanent pacemaker implantationnan,18441470,lithium,atrioventricular (AV) block
True,perimetry seemed sensitive modality identifying vigabatrin toxicity nan,10894216,vigabatrin,toxicity
True,heavy alcohol drinking associated hepatocellular carcinoma mortality risk subgroup men tested hbsag rr  ci  nan,15601641,alcohol,hepatocellular carcinoma
False,oral administration captopril mgkg days failed aggravate proteinuria preexisting shrnan,6454943,captopril,proteinuria
True,hypothesized patients treated coumarins alveolar hemorrhage associated vitamin epoxide reductase vkorc cytochrome cyp cypc variant allelesnan,20121287,vitamin K epoxide,alveolar hemorrhage
False,furthermore association evident polymorphic forms susceptibility schizophrenia variable clozapine responsenan,9278187,clozapine,schizophrenia
True,commonly agreed people high blood ldl cholesterol higher risk coronary artery disease cad people low blood ldl cholesterol nan,11835697,cholesterol,coronary artery disease/CAD
False,assumed pravastatin mgday hypercholesterolemia nan,7604176,pravastatin,hypercholesterolemia
False,since hyperlipidemia improved pravastatin atorvastatin niceritrol since levels thyroidstimulating hormone tsh free iuml ngdl respectively patient diagnosed secondary hyperlipidemia hypothyroidism nan,17001111,niceritrol,hypothyroidism
True,compound also reported active convulsions induced bicuculline picrotoxin strychnine nan,11060714,strychnine,convulsions
True,pooled analysis monotherapy trials common adverse events occurring  patients twice incidence placebo reported acute phase asenapine monotherapy bipolar mania somnolence dizziness extrapyramidal symptoms eps akathisia increased bodyweight similar nature occurring longerterm monotherapy asenapine nan,21323396,asenapine,somnolence
True,chart review potential features myocarditis pericarditis cardiomyopathy children adolescents treated clozapine nan,15319023,clozapine,cardiomyopathy
True,study showed spinal neostigmine microg added hyperbaric bupivacaine fentanyl provided significantly longer surgical analgesia insignificant adverse effects male adults lower abdominal surgery spinal anaesthesianan,23185923,neostigmine,analgesia
False,report two hepatitis virus hbv carriers liver failure withdrawal corticosteroids steroids administered treatment serious asthmatic attacksnan,1600269,steroids,asthmatic
False,retrospective prospective analysis involved outbreak isoniazid resistant tuberculosis cases london united kingdom began cases identified one hospital january nan,12734218,isoniazid,tuberculosis
True,since introduction immunomodulatory derivatives imids thalidomide lenalidomide therapeutic armamentarium mm vte emerged one leading complications particular patients newly diagnosed mmnan,21455855,thalidomide,VTE
False, patients clinical stage whereas clinical stage three months total androgen ablation pathological stage prevalent among patients clinical tumours compared untreated patients treated patients vs untreatednan,10337657,androgen,tumours
False,primary prevention cardioembolic stroke chronic rheumatic heart disease found effective coumadin aspirinnan,7798824,coumadin,cardioembolic stroke
False,also captopril treatment failed potentiate facilitate development massive proteinuria invoked puromycin aminonucleoside shrnan,6454943,captopril,proteinuria
False,use broadspectrum sunscreen important lightening agents like retinoic acid tretinoin azelaic acid combination therapies containing hydroquinone tretinoin corticosteroids used treatment melasma thought increased efficacy compared monotherapynan,21981383,azelaic acid,melasma
False,immunomodulatory agents imids thalidomide lenalidomide changed landscape treatment patients mm newer imids pomalidomide showing promise early clinical trialsnan,23265189,lenalidomide,MM
False,patient history alcohol abuse alcohol intake well withdrawal also cause seizuresalcohol mentioned something might cause seizures sentence say alcohol causes alcohol abuse,11573852,alcohol,alcohol abuse
True,dizziness nausea nin unsteadiness also depended nicotine dosage nicotine blood concentration better predictor temporal dependence nystagmus nicotine dosagenan,17990061,nicotine,NIN/nystagmus
False,addition excess calcium reversed depression tissues calcium independent catecholamine release acetaldehyde blocked nhacnan,6323692,calcium,depression
True,contrast 3-ma attenuated asoinduced death administered min asonan,18158874,3-MA,death
False,thus ripc isoflurane propofol anesthesia decreased myocardial damage patients undergoing cabg surgerynan,22103808,isoflurane,RIPC
False,resveratrol phytoalexin found grapes inhibits vitro growth multiple tumor cell typesnan,17825886,Resveratrol,tumor
True,hypotension intravenous paracetamol critically ill patients caused reduction cardiac output systemic vascular resistancenan,22424816,paracetamol,Hypotension
True,curcumin phenolic compound isolated plant curcuma longa linn ingested every day indian subcontinent well reported possess cancerpreventive activity nan,20606042,Curcumin,cancer-preventive activity
True,ketamine elicited psychosis like psychopathologynan,20727411,Ketamine,psychosis
True,although firstgeneration vinca alkaloids vincristine associated severe mixed sensorymotor neuropathy deficits associated newer agents class eg vinflunine generally milder limited distal sensory signs symptomsnan,18567992,vincristine,sensory/motor neuropathy
True,report describe case furosemide identified probable cause druginduced thrombocytopenia yearold man chronic symptomatic idiopathic thrombocytopenia seven years discoverynan,23625769,furosemide,thrombocytopenia
False,twelve women meeting prospective dsmiv criteria pmdd five history sexual abuse participated randomized placebocontrolled doubleblind crossover design study comparing months oral clonidine mgday months active placebonan,15925031,clonidine,sexual abuse
False,describe case posttraumatic endophthalmitis unresponsive systemic amoxicillinclavulanic acid piperacillintazobactam intraocular vancomycin topical ofloxacin tetracycline sulfametoxazole antibiotic therapynan,15834610,tetracycline,posttraumatic endophthalmitis
False,studies evaluated role nac cocaine dependence three studies cannabis dependence two studies nicotine dependence two studies methamphetamine addiction one study pathological gambling one studynan,24676047,methamphetamine,dependence
True,since calcineurin inhibitors known influence renal metabolism key molecule tensiontype headache migraine interested whether calcineurin inhibitors might change metabolism hbmec wellnan,15836594,NO,tension-type headache
True,study showed spinal neostigmine microg added hyperbaric bupivacaine fentanyl provided significantly longer surgical analgesia insignificant adverse effects male adults lower abdominal surgery spinal anaesthesianan,23185923,fentanyl,analgesia
False,anti proliferative activity elacy cp combination cloretazine vnpm idarubicin gemcitabine irinotecan topotecan human leukemia lymphoma cellsnan,18398748,idarubicin,lymphoma
True,quinidine phenylethylbarbiturate induced fulminant hepatitis pregnant woman case reportinduced means caused,3411101,Quinidine phenylethylbarbiturate,hepatitis
True,cumulative doses levobupivacaine ropivacaine produced seizures similar larger bupivacainenan,11524350,ropivacaine,seizures
False,yearold man treatmentresistant depression early alzheimers disease started methylphenidate nan,12907924,methylphenidate,treatment-resistant depression
